NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
2,32,16,8,0,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,162,00000000000000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
27,32,24,15,1,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,162,00001000000000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
20,32,16,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,224,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
17,32,24,15,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0:0:0:0:0:0:0:0:0,224,00000000000100100000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
14,32,17,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,287,00000000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
27,64,25,15,1,0:0:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0,287,00001000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
6,32,17,8,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,349,00000000000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
11,32,25,15,1,0:0:0:0:0:0:1:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,349,00000000000000000000100001000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
2,64,17,8,0,0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,412,00000000000000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
6,64,24,15,0,0:0:2:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,412,00000000000000000000000001000100,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
26,32,17,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,474,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
0,32,25,15,1,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,474,00000100000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
26,64,18,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0,537,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,1,4,7,32
22,64,26,15,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:2:0:0:0:0:0,537,00000100010000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,1,4,7,32
